date,open,high,low,close
1/2/2015,67.019997,67.160004,66.269997,66.980003
1/5/2015,64.889999,65.029999,63.439999,63.799999
1/6/2015,63.599998,64.68,63,63.02
1/7/2015,63.470001,64.400002,63.23,63.75
1/8/2015,64.269997,65.339996,63.98,65.040001
1/9/2015,64.599998,64.739998,63.650002,64.220001
1/12/2015,63.240002,63.380001,62.299999,62.93
1/13/2015,63.200001,63.549999,62.360001,62.98
1/14/2015,61.59,62.529999,61.049999,62.290001
1/15/2015,62.290001,63.41,62.290001,62.509998
1/16/2015,63.049999,64.529999,63.029999,64.389999
1/20/2015,64.860001,64.919998,64.019997,64.589996
1/21/2015,65.389999,65.879997,65.18,65.620003
1/22/2015,65.559998,66.279999,65.199997,65.860001
1/23/2015,64.800003,65.949997,64.720001,65.190002
1/26/2015,65.790001,66.870003,65.459999,66.449997
1/27/2015,66,66.959999,65.940002,66.690002
1/28/2015,65.839996,65.889999,64.029999,64.110001
1/29/2015,62.799999,62.860001,61.810001,62.310001
1/30/2015,61.169998,61.77,60.669998,61.450001
2/2/2015,62.57,63.02,62.060001,62.939999
2/3/2015,65.07,67.050003,65.050003,67
2/4/2015,65.110001,66.089996,64.910004,65.419998
2/5/2015,66.129997,67.019997,66.029999,66.809998
2/6/2015,66.190002,66.699997,65.940002,66.239998
2/9/2015,66.220001,67.160004,66.220001,66.720001
2/10/2015,66.050003,66.190002,65.25,66.080002
2/11/2015,64.260002,64.779999,63.970001,64.660004
2/12/2015,65.040001,65.889999,64.889999,65.349998
2/13/2015,65.809998,66.449997,65.809998,66.32
2/17/2015,65.870003,66.629997,65.379997,66.400002
2/18/2015,66.339996,66.809998,66.18,66.540001
2/19/2015,65.370003,65.610001,65.07,65.080002
2/20/2015,65.059998,65.860001,65.010002,65.800003
2/23/2015,65.32,65.620003,64.889999,65.169998
2/24/2015,66.010002,66.019997,65.32,65.889999
2/25/2015,65.400002,65.980003,65.160004,65.959999
2/26/2015,65.089996,65.190002,64.639999,64.82
2/27/2015,65.220001,65.82,65.169998,65.370003
3/2/2015,64.879997,64.940002,63.900002,64.300003
3/3/2015,63.16,63.540001,63.029999,63.299999
3/4/2015,62.84,63.060001,62.220001,62.919998
3/5/2015,62.540001,62.610001,62.209999,62.34
3/6/2015,61.48,61.66,61.009998,61.040001
3/9/2015,61.34,61.700001,61.099998,61.150002
3/10/2015,59.91,60.09,58.66,58.73
3/11/2015,58.549999,58.650002,57.950001,58.099998
3/12/2015,59.810001,59.82,58.540001,58.66
3/13/2015,57.5,57.5,56.82,57.259998
3/16/2015,57.610001,57.860001,57.130001,57.77
3/17/2015,58.450001,58.77,58.169998,58.43
3/18/2015,59.049999,60.91,58.630001,60.740002
3/19/2015,60.130001,60.400002,59.529999,60.200001
3/20/2015,61.419998,61.91,61.200001,61.529999
3/23/2015,62.790001,62.880001,62.27,62.560001
3/24/2015,62.59,62.59,61.669998,61.669998
3/25/2015,62.68,62.900002,62.32,62.43
3/26/2015,62.290001,62.470001,61.18,61.360001
3/27/2015,60.790001,60.849998,60.330002,60.48
3/30/2015,61.130001,61.419998,60.82,60.93
3/31/2015,59.650002,60.099998,59.48,59.650002
4/1/2015,60.450001,60.720001,60,60.189999
4/2/2015,60.369999,60.490002,59.970001,60.330002
4/6/2015,61.27,61.939999,60.779999,61.5
4/7/2015,62.049999,62.52,61.889999,61.950001
4/8/2015,60.669998,60.68,59.040001,59.830002
4/9/2015,58.73,59.700001,58.709999,59.400002
4/10/2015,59.299999,59.860001,59.290001,59.73
4/13/2015,60.02,60.209999,59.77,59.799999
4/14/2015,60.82,60.880001,60.450001,60.450001
4/15/2015,61.68,62.279999,61.259998,62.169998
4/16/2015,63.060001,63.740002,62.610001,63.259998
4/17/2015,62.360001,62.740002,62.220001,62.740002
4/20/2015,62.939999,63.360001,62.700001,62.849998
4/21/2015,62.709999,62.950001,62.259998,62.419998
4/22/2015,62.48,62.529999,62.009998,62.360001
4/23/2015,62.799999,63.25,62.669998,62.959999
4/24/2015,63.009998,63.049999,62.560001,62.759998
4/27/2015,63.25,63.490002,63.09,63.09
4/28/2015,63.25,63.59,62.98,63.380001
4/29/2015,63.130001,63.970001,63.02,63.5
4/30/2015,63.619999,63.849998,63.240002,63.43
5/1/2015,63.32,63.599998,62.419998,63.540001
5/4/2015,64.040001,64.309998,63.709999,63.759998
5/5/2015,64.199997,64.459999,63.48,63.57
5/6/2015,63.919998,64.120003,63.259998,63.48
5/7/2015,62.549999,62.740002,61.66,62.119999
5/8/2015,64.199997,64.260002,63.25,64.239998
5/11/2015,64.18,64.360001,63.82,64.25
5/12/2015,63.599998,64.040001,63.509998,63.639999
5/13/2015,63.310001,63.619999,63.060001,63.299999
5/14/2015,64.029999,64.169998,63.41,63.560001
5/15/2015,62.970001,63.459999,62.599998,63.23
5/18/2015,62.299999,62.509998,62.049999,62.150002
5/19/2015,61.84,61.860001,61.150002,61.25
5/20/2015,61.580002,61.68,61.209999,61.41
5/21/2015,62.139999,62.540001,61.98,62.299999
5/22/2015,61.549999,61.59,61.139999,61.200001
5/26/2015,60.099998,60.279999,59.360001,59.68
5/27/2015,59.709999,60.360001,59.610001,60.119999
5/28/2015,59.970001,60.169998,59.509998,60.119999
5/29/2015,59.990002,60.27,59.540001,59.720001
6/1/2015,59.18,59.240002,58.330002,58.91
6/2/2015,59.43,59.919998,59.310001,59.619999
6/3/2015,59.720001,59.990002,59.419998,59.540001
6/4/2015,58.830002,59.18,58.459999,58.549999
6/5/2015,57.759998,58.75,57.689999,58.34
6/8/2015,58.380001,58.709999,58.110001,58.32
6/9/2015,58.02,58.32,57.529999,57.93
6/10/2015,59.080002,59.389999,58.889999,59.130001
6/11/2015,59.16,59.290001,58.790001,59.09
6/12/2015,58.25,58.360001,57.73,58.02
6/15/2015,57.439999,58.240002,57.41,58
6/16/2015,57.610001,58.330002,57.580002,58.290001
6/17/2015,58.27,58.549999,57.82,58.310001
6/18/2015,58.619999,59.169998,58.369999,58.650002
6/19/2015,58.889999,59.119999,58.549999,58.549999
6/22/2015,59.419998,59.540001,59.099998,59.110001
6/23/2015,58.619999,59.119999,58.619999,59
6/24/2015,59.580002,59.98,59.529999,59.529999
6/25/2015,59.98,59.98,59.189999,59.23
6/26/2015,58.939999,59.209999,58.700001,59.209999
6/29/2015,57.490002,58.049999,57.490002,57.740002
6/30/2015,57.240002,57.330002,56.5,57.009998
7/1/2015,57,57.02,56.16,56.290001
7/2/2015,57,57.310001,56.919998,56.93
7/6/2015,56,56.330002,55.759998,55.990002
7/7/2015,55,55.889999,54.310001,55.830002
7/8/2015,55.830002,56.009998,55.029999,55.130001
7/9/2015,55.98,56.080002,55.240002,55.419998
7/10/2015,56.990002,57.029999,56.34,56.84
7/13/2015,56.57,56.900002,56.34,56.790001
7/14/2015,56.919998,57.720001,56.82,57.639999
7/15/2015,57.349998,57.349998,56.82,56.970001
7/16/2015,57.200001,57.540001,57.099998,57.099998
7/17/2015,57.220001,57.23,56.689999,57.02
7/20/2015,56.75,56.919998,56.439999,56.68
7/21/2015,56.919998,57.400002,56.849998,57.029999
7/22/2015,56.139999,56.259998,55.799999,56.16
7/23/2015,55.669998,55.939999,55.290001,55.82
7/24/2015,54.93,55.220001,54.34,54.380001
7/27/2015,54.459999,54.459999,53.759998,53.889999
7/28/2015,54.369999,55.07,54.049999,54.84
7/29/2015,54.450001,55.580002,54.43,55.400002
7/30/2015,57.75,57.98,57.139999,57.369999
7/31/2015,58.48,58.490002,57.240002,57.48
8/3/2015,57.52,57.599998,56.98,57.200001
8/4/2015,57.380001,57.619999,56.900002,57.099998
