date,open,high,low,close
1/4/2010,61.860001,62.400002,61.799999,62.349998
1/5/2010,62.610001,62.700001,62.040001,62.419998
1/6/2010,62.139999,62.330002,61.799999,61.91
1/7/2010,61.540001,61.689999,61.119999,61.610001
1/8/2010,61.169998,61.540001,60.919998,61.52
1/11/2010,62.529999,62.540001,62.209999,62.48
1/12/2010,60.900002,61.549999,60.880001,61.07
1/13/2010,60.959999,61.139999,60.470001,61.110001
1/14/2010,60.560001,61.130001,60.560001,60.959999
1/15/2010,61.009998,61.150002,60.18,60.509998
1/19/2010,60.25,61.639999,60.25,61.639999
1/20/2010,60.32,60.419998,59.82,60.380001
1/21/2010,60.150002,60.419998,58.709999,59.139999
1/22/2010,58.509998,58.790001,57.529999,57.59
1/25/2010,58.259998,58.540001,58.02,58.34
1/26/2010,57.68,58.619999,57.439999,58.18
1/27/2010,57.639999,57.77,57.080002,57.68
1/28/2010,57.16,57.189999,56.009998,56.419998
1/29/2010,56.470001,56.759998,55.27,55.389999
2/1/2010,56.150002,56.740002,56.02,56.709999
2/2/2010,56.400002,57.389999,56.09,57.259998
2/3/2010,56.860001,57.209999,56.549999,56.73
2/4/2010,55.209999,55.209999,54.34,54.419998
2/5/2010,54.16,54.419998,53.23,54.380001
2/8/2010,54.330002,55.009998,53.84,53.849998
2/9/2010,54.560001,55.77,54.439999,55.240002
2/10/2010,54.189999,54.330002,53.610001,53.77
2/11/2010,54.59,55.540001,54.130001,55.43
2/12/2010,54.360001,54.610001,54.119999,54.549999
2/16/2010,54.599998,55.900002,54.580002,55.75
2/17/2010,55.75,55.860001,55.09,55.240002
2/18/2010,55.439999,55.939999,55.290001,55.860001
2/19/2010,55.23,55.860001,55.049999,55.700001
2/22/2010,55.799999,55.849998,55.299999,55.57
2/23/2010,55.23,55.349998,54.459999,54.540001
2/24/2010,54.84,55.610001,54.639999,55.380001
2/25/2010,53.84,54.810001,53.610001,54.810001
2/26/2010,53.98,54.799999,53.799999,54.740002
3/1/2010,54.91,55.509998,54.650002,55.380001
3/2/2010,55.450001,55.959999,55.310001,55.709999
3/3/2010,56.139999,56.880001,56.060001,56.34
3/4/2010,56.459999,56.59,55.790001,56.060001
3/5/2010,56.299999,57.189999,56.259998,57.060001
3/8/2010,57.209999,57.380001,56.900002,57.150002
3/9/2010,56.689999,57.419998,56.639999,57.240002
3/10/2010,57.439999,58.130001,57.279999,57.59
3/11/2010,57.860001,58.09,57.619999,58.060001
3/12/2010,58.689999,58.689999,58.200001,58.25
3/15/2010,58.040001,58.130001,57.439999,57.93
3/16/2010,58.709999,59.139999,58.389999,59.009998
3/17/2010,59.990002,60.259998,59.790001,59.900002
3/18/2010,59.990002,60.080002,59.349998,59.75
3/19/2010,58.5,59.32,58.189999,58.5
3/22/2010,57.490002,58.43,57.490002,58.259998
3/23/2010,58.220001,58.799999,58.080002,58.689999
3/24/2010,57.720001,57.91,57.419998,57.689999
3/25/2010,57.57,57.720001,56.939999,56.939999
3/26/2010,57.23,57.470001,57.040001,57.380001
3/29/2010,57.139999,57.700001,57.130001,57.59
3/30/2010,57.75,57.860001,57.299999,57.540001
3/31/2010,57.57,58.150002,57.450001,57.860001
4/1/2010,58.43,59.029999,58.419998,58.959999
4/5/2010,59.189999,59.639999,59.080002,59.549999
4/6/2010,59.09,59.639999,58.900002,59.619999
4/7/2010,59.349998,59.389999,58.610001,58.799999
4/8/2010,58.290001,59.310001,58.200001,59.310001
4/9/2010,59.950001,60.740002,59.939999,60.700001
4/12/2010,60.630001,61,60.52,60.619999
4/13/2010,60.849998,60.900002,60.150002,60.66
4/14/2010,61.509998,61.93,61.43,61.799999
4/15/2010,61.580002,61.919998,61.450001,61.77
4/16/2010,61.470001,61.759998,60.560001,61.110001
4/19/2010,60.259998,61.040001,60.200001,61
4/20/2010,61.779999,61.880001,61.52,61.700001
4/21/2010,61.75,61.900002,61.259998,61.549999
4/22/2010,60.549999,61.119999,60.27,61.119999
4/23/2010,60.66,61.950001,60.619999,61.93
4/26/2010,61.279999,61.84,61.150002,61.18
4/27/2010,61.369999,62.110001,61,61.07
4/28/2010,62.669998,62.790001,61.759998,62.59
4/29/2010,61.610001,62.23,61.470001,61.689999
4/30/2010,62.889999,63.110001,62.369999,62.75
5/3/2010,61.900002,62.470001,61.560001,61.939999
5/4/2010,60.209999,60.369999,59.360001,60.09
5/5/2010,57.529999,58.130001,57.18,57.580002
5/6/2010,56.509998,57.02,53.099998,55.59
5/7/2010,54.470001,55.150002,52.880001,54.139999
5/10/2010,56.759998,57.080002,56.099998,56.529999
5/11/2010,55.75,56.880001,55.59,56.150002
5/12/2010,55.919998,56.43,55.700001,56.130001
5/13/2010,55.470001,55.93,55.119999,55.119999
5/14/2010,54.799999,54.959999,53.68,54.43
5/17/2010,54.080002,54.439999,52.970001,54.060001
5/18/2010,54.459999,54.52,52.66,52.880001
5/19/2010,52.889999,53.709999,52.389999,53.599998
5/20/2010,52.610001,53.360001,51.529999,52.669998
5/21/2010,51.580002,52.82,51.380001,52.779999
5/24/2010,51.41,52.02,51.080002,51.09
5/25/2010,50.200001,51.830002,49.98,51.720001
5/26/2010,51.130001,51.720001,50.200001,50.349998
5/27/2010,51.73,53.049999,51.57,53.009998
5/28/2010,53.259998,53.299999,52.150002,52.400002
6/1/2010,52.540001,53.700001,52.060001,52.139999
6/2/2010,52.419998,53.810001,52.259998,53.810001
6/3/2010,54.09,54.32,53.450001,54.060001
6/4/2010,52.779999,52.950001,51.560001,51.779999
6/7/2010,51.900002,52.330002,51.189999,51.189999
6/8/2010,50.93,51.900002,50.470001,51.869999
6/9/2010,51.419998,51.970001,50.59,50.740002
6/10/2010,51.439999,52.41,51.439999,52.349998
6/11/2010,51.68,52.669998,51.599998,52.400002
6/14/2010,52.740002,53.209999,52.380001,52.380001
6/15/2010,53.259998,54.119999,53.169998,54.049999
6/16/2010,53.830002,54.66,53.709999,54.5
6/17/2010,54.540001,54.849998,54.060001,54.759998
6/18/2010,54.52,54.709999,54.27,54.650002
6/21/2010,55.040001,55.490002,54.209999,54.439999
6/22/2010,54.400002,54.93,53.900002,54.169998
6/23/2010,54,54.540001,53.599998,54.09
6/24/2010,53.540001,53.66,52.689999,52.830002
6/25/2010,52.639999,53.18,52.240002,52.91
6/28/2010,53.130001,53.57,52.830002,52.860001
6/29/2010,51.75,51.799999,50.950001,51.189999
6/30/2010,50.799999,51.380001,50.139999,50.220001
7/1/2010,49.84,50.040001,49.16,49.529999
7/2/2010,50.360001,50.549999,49.599998,50.009998
7/6/2010,50.73,51.169998,50.060001,50.52
7/7/2010,50.43,51.73,50.380001,51.73
7/8/2010,52.75,53.34,52.439999,53.32
7/9/2010,53.119999,53.599998,52.990002,53.509998
7/12/2010,53.099998,53.689999,53.060001,53.509998
7/13/2010,54.400002,55,54.209999,54.900002
7/14/2010,55.259998,55.830002,55.119999,55.349998
7/15/2010,55.57,55.950001,54.98,55.84
7/16/2010,55.799999,55.849998,54.68,54.709999
7/19/2010,55.310001,55.369999,54.580002,54.91
7/20/2010,53.84,54.970001,53.799999,54.810001
7/21/2010,54.810001,54.830002,53.610001,53.869999
7/22/2010,55.220001,56.009998,55.220001,55.869999
7/23/2010,55.869999,56.709999,55.68,56.459999
7/26/2010,56.27,56.669998,56.119999,56.639999
7/27/2010,56.82,56.990002,56.34,56.810001
7/28/2010,56.27,56.52,55.57,55.91
7/29/2010,56.57,56.720001,55.389999,55.98
7/30/2010,55.029999,56.200001,55.02,55.419998
8/2/2010,57.25,58.099998,57.009998,57.849998
8/3/2010,58.09,58.599998,57.799999,58.560001
8/4/2010,57.73,58.189999,57.5,57.950001
8/5/2010,57.669998,57.759998,57.169998,57.700001
8/6/2010,57.240002,57.91,57.060001,57.830002
8/9/2010,58.369999,58.389999,58.080002,58.169998
8/10/2010,57.450001,58.25,56.91,58.07
8/11/2010,56.18,56.18,55.599998,55.939999
8/12/2010,55.009998,55.73,54.950001,55.400002
8/13/2010,55.16,55.810001,55.139999,55.470001
8/16/2010,54.98,55.650002,54.849998,55.459999
8/17/2010,56.330002,56.43,55.869999,56.09
8/18/2010,56.110001,56.240002,55.610001,56.029999
8/19/2010,55.369999,55.540001,54.209999,54.459999
8/20/2010,53.549999,53.84,53.240002,53.810001
8/23/2010,53.889999,54.310001,53.709999,53.900002
8/24/2010,53,53.369999,52.5,53.169998
8/25/2010,52.529999,53.360001,52.23,53.259998
8/26/2010,53.169998,53.66,52.799999,52.939999
8/27/2010,53.779999,54.369999,52.889999,54.23
8/30/2010,53.34,53.740002,53.09,53.09
8/31/2010,52.939999,53.52,52.709999,53.049999
9/1/2010,54.540001,55.220001,54.41,55.029999
9/2/2010,54.959999,55.439999,54.91,55.439999
9/3/2010,56.259998,56.52,55.939999,56.279999
9/7/2010,55.41,55.560001,54.970001,55.240002
9/8/2010,55.799999,56.5,55.75,56.220001
9/9/2010,56.369999,56.580002,55.93,56.209999
9/10/2010,56.599998,56.880001,56.470001,56.66
9/13/2010,57.610001,57.639999,57.119999,57.330002
9/14/2010,57.419998,58.189999,57.200001,57.830002
9/15/2010,57.860001,58.400002,57.630001,58.34
9/16/2010,58.790001,58.91,58.52,58.779999
9/17/2010,59.009998,59.25,58.119999,58.240002
9/20/2010,58.889999,59.619999,58.700001,59.389999
9/21/2010,59.580002,59.990002,58.75,59.509998
9/22/2010,59.41,59.779999,59.040001,59.139999
9/23/2010,58.669998,59.59,58.529999,58.950001
9/24/2010,60.029999,60.599998,59.950001,60.299999
9/27/2010,60.810001,60.810001,60.23,60.310001
9/28/2010,60.169998,60.68,59.59,60.540001
9/29/2010,60.27,60.73,60.07,60.529999
9/30/2010,61.279999,61.580002,60.18,60.299999
10/1/2010,61.619999,61.880001,61.259998,61.779999
10/4/2010,61,61.240002,60.459999,60.830002
10/5/2010,61.540001,62.32,61.34,62.310001
10/6/2010,62.470001,62.849998,62.419998,62.540001
10/7/2010,63.169998,63.169998,62.360001,62.700001
10/8/2010,62.560001,62.970001,62.389999,62.889999
10/11/2010,62.77,63.02,62.650002,62.869999
10/12/2010,61.900002,62.759998,61.599998,62.610001
10/13/2010,63.25,63.5,63.150002,63.220001
10/14/2010,63.610001,63.950001,63.290001,63.650002
10/15/2010,64.059998,64.099998,63.25,63.529999
10/18/2010,63.599998,64.260002,63.369999,64.160004
10/19/2010,62.43,62.990002,61.77,62.259998
10/20/2010,62.400002,63.349998,62.360001,63
10/21/2010,63.080002,63.5,62.18,62.470001
10/22/2010,62.84,63.060001,62.639999,62.869999
10/25/2010,63.34,63.48,62.77,62.830002
